INTERVAL_DATETIME,REGIONID,OPERATIONAL_DEMAND.1,LASTCHANGED,OPERATIONAL_DEMAND_ADJUSTMENT,WDR_ESTIMATE
2024/08/01 00:30:00,NSW1,8813.0,2024/08/01 00:30:02,0.0,0.0
2024/08/01 00:30:00,QLD1,6148.0,2024/08/01 00:30:02,0.0,0.0
2024/08/01 00:30:00,SA1,1603.0,2024/08/01 00:30:02,0.0,0.0
2024/08/01 00:30:00,TAS1,1322.0,2024/08/01 00:30:02,0.0,0.0
2024/08/01 00:30:00,VIC1,5979.0,2024/08/01 00:30:02,0.0,0.0
2024/08/01 01:00:00,NSW1,8595.0,2024/08/01 01:00:01,0.0,0.0
2024/08/01 01:00:00,QLD1,6023.0,2024/08/01 01:00:01,0.0,0.0
2024/08/01 01:00:00,SA1,1587.0,2024/08/01 01:00:01,0.0,0.0
2024/08/01 01:00:00,TAS1,1295.0,2024/08/01 01:00:01,0.0,0.0
2024/08/01 01:00:00,VIC1,5782.0,2024/08/01 01:00:01,0.0,0.0
2024/08/01 01:30:00,TAS1,1295.0,2024/08/01 01:30:02,0.0,0.0
2024/08/01 01:30:00,NSW1,8357.0,2024/08/01 01:30:02,0.0,0.0
2024/08/01 01:30:00,QLD1,5901.0,2024/08/01 01:30:02,0.0,0.0
2024/08/01 01:30:00,SA1,1559.0,2024/08/01 01:30:02,0.0,0.0
2024/08/01 01:30:00,VIC1,5614.0,2024/08/01 01:30:02,0.0,0.0
2024/08/01 02:00:00,TAS1,1277.0,2024/08/01 02:00:01,0.0,0.0
2024/08/01 02:00:00,NSW1,8035.0,2024/08/01 02:00:01,0.0,0.0
2024/08/01 02:00:00,QLD1,5816.0,2024/08/01 02:00:01,0.0,0.0
2024/08/01 02:00:00,SA1,1538.0,2024/08/01 02:00:01,0.0,0.0
2024/08/01 02:00:00,VIC1,5433.0,2024/08/01 02:00:01,0.0,0.0
2024/08/01 02:30:00,NSW1,7603.0,2024/08/01 02:30:02,0.0,0.0
2024/08/01 02:30:00,QLD1,5786.0,2024/08/01 02:30:02,0.0,0.0
2024/08/01 02:30:00,SA1,1498.0,2024/08/01 02:30:02,0.0,0.0
2024/08/01 02:30:00,TAS1,1271.0,2024/08/01 02:30:02,0.0,0.0
